출판사,작가,도서/강연제목,대상,강연방식,주제/소개,상세페이지,이미지URL
잇츠북어린이,"성주희 (지은이), 임나운 (그림)",<비밀 교환 일기> 성주희 작가와의 만남 :손끝으로 전하는 마음,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20251106170651909_1fa5c037,
소원나무,"성주희 (지은이), 유경화 (그림)",<걱정을 없애 주는 마카롱> 성주희 작가와의 만남 :내 마음속 걱정이 달콤해지는 시간,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20251106165443512_a4cf7a49,
어크로스주니어,"백정연 (지은이), 김민우 (그림)",<장애를 왜 이해해야 할까요?> 백정연 작가와의 만남,어린이(고학년),비대면,"일반 강연 교양/문화, 사회",https://www.bookseed.kr/program/lecture/lecture_20251104095341372_9ad653a8,
특서주니어,"김용세, 김병섭 (지은이), 글시 (그림)","<25시 도깨비 편의점 2> 김용세, 김병섭 작가와의 만남 :진짜 변화는 내 안에서부터 시작되는 거야!",어린이(고학년),비대면,"일반 강연 문학, 교양/문화",https://www.bookseed.kr/program/lecture/lecture_20251103163858773_0d3086a7,
머핀북,"구완회 (지은이), 권동현 (그림)",<랜드마크로 보는 한국사 이야기> 구완회 작가와의 만남 :우리나라 역사와 마주하는 대한민국 랜드마크 이야기,어린이(고학년),비대면,"일반 강연 사회, 인문",https://www.bookseed.kr/program/lecture/lecture_20251028170035047_a5080b35,
코리아닷컴(Korea.com),이광렬 (지은이),<초등일타과학> 이광렬 작가와의 만남,어린이(고학년),비대면,others 과학,https://www.bookseed.kr/program/lecture/lecture_20251028105020015_fb9cbf9b,
스콜라(위즈덤하우스),"김미애 (지은이), 심윤정 (그림)",<고물상 할아버지와 쓰레기 특공대> 김미애 작가와의 만남,어린이(고학년),비대면,"일반 강연 사회, 교과",https://www.bookseed.kr/program/lecture/lecture_20251023213712871_187d68f5,
서유재,"윤해연 (지은이), 홍지혜 (그림)",<용기를 부르는 신호> 윤해연 작가와의 만남,어린이(고학년),비대면,"일반 강연 문학, 교과",https://www.bookseed.kr/program/lecture/lecture_20251023161942370_ab816fde,
도서출판 풀빛,"이규희 (지은이), 정진희 (그림)","<고종 황제의 비밀 지령: 헤이그 특사, 을사조약 무효를 주장하다> 동화로 배우는 근현대사 이야기, 이규희 작가와의 만남",어린이(고학년),비대면,"일반 강연 사회, 인문",https://www.bookseed.kr/program/lecture/lecture_20251023134435384_13dd5dfc,
썬더키즈,"신은영 (지은이), 박현주 (그림)",<딥페이크 사진이 도착했습니다> 신은영 작가와의 만남,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20251021165620133_d78a856a,
다산어린이,"김혜정 (지은이), 무디 (그림)",<내일은 달콤한 기분> 김혜정 작가와의 만남,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20251020133700878_4dead3e7,
고래가숨쉬는도서관,"정유소영 (지은이), 모예진 (그림)",<아무네 가게 2> 정유소영 작가와의 만남 :우리는 함께 도우며 살고 있어요,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20251017135314173_5f6e9067,
파란자전거,"김영주 (지은이), 정지윤 (그림)",노비가 관직에 올랐다고? – 『교서관 책동무』 역사동 북토크,어린이(고학년),비대면,"일반 강연 문학, 인문",https://www.bookseed.kr/program/lecture/lecture_20251016175549166_fbffa9c1,
썬더키즈,"김영주 (지은이), 서정선 (그림)","<지구를 살리는 착한 플라스틱> 김영주 작가와의 만남 :플라스틱으로 지구를 지켜라 , 생태 환경 기후 위기",어린이(고학년),비대면,"일반 강연 교과, 과학",https://www.bookseed.kr/program/lecture/lecture_20251016162536694_cd7a3ce2,
아르볼,"이현아 (지은이), 복치 (그림)",<붉은 여우 신령 1> 이현아 작가와의 만남 :판타지모험을 통해 얻는 성장과 우정!,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20251013144854551_4e672a55,
밝은미래,"류미정 (지은이), 손수정 (그림)",<생일엔 마라탕 6> 류미정 작가와의 만남,어린이(고학년),비대면,활동/워크숍 문학,https://www.bookseed.kr/program/lecture/lecture_20251010145213606_96611a5a,
마루비,"은정 (지은이), 최경식 (그림)",<또 다른 나의 세계> 은정 작가와의 만남 :마음을 잇는 SF감정동화,어린이(고학년),비대면,"일반 강연 문학, writing",https://www.bookseed.kr/program/lecture/lecture_20250929205137889_39f1ea8e,
머핀북,"이상인 (지은이), 편히 (그림)",<우리가 음악이 되는 시간> 이상인 작가와의 만남,어린이(고학년),비대면,"일반 강연 문학, art",https://www.bookseed.kr/program/lecture/lecture_20250929151615987_f8a1f89c,
고래가숨쉬는도서관,"차율이 (지은이), 전명진 (그림)","<인어 소녀> 차율이 작가와의 만남 :바다와 인어, 해양오염 이야기, 플라스틱 아일랜드 환경판타지동화",어린이(고학년),비대면,"일반 강연 문학, 독서활동",https://www.bookseed.kr/program/lecture/lecture_20250926001529167_e2fa0856,
사회평론주니어,"백은석, 유혜린 (지은이), BF. (그림)","<시간 여행자의 책> 백은석, 유혜린 작가와의 만남",어린이(고학년),비대면,"일반 강연 문학, 독서활동",https://www.bookseed.kr/program/lecture/lecture_20250925151035257_0d19da76,
사회평론주니어,"정설아 (지은이), 오승민 (그림)",<이루의 세상> 정설아 작가와의 만남,어린이(고학년),비대면,"일반 강연 문학, career",https://www.bookseed.kr/program/lecture/lecture_20250925145929539_b4556ce6,
길벗스쿨,"이귤희 (지은이), 김현영 (그림)",<얼음을 주세요> 이귤희 작가가 들려주는 노동의 가치와 환경의 소중함,어린이(고학년),대면/미정,"일반 강연 문학, 교양/문화",https://www.bookseed.kr/program/lecture/lecture_20250925143956048_ce662cd1,
이지북,"박미연 (지은이), 이소연 (그림)",<시간 고양이 7 - 열돔에 갇힌 도시> 박미연 작가와의 만남,어린이(고학년),대면/미정,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20250924195055110_f90875a5,
보리,한나빵 (지은이),<빵빵! 행복 빵집> 한나빵 작가와의 만남 :[어린이 고학년],어린이(고학년),비대면,"창작 creative, 그림책",https://www.bookseed.kr/program/lecture/lecture_20250922172652672_920674e8,
샘터사,"김송순 (지은이), 클로이 (그림)",<바람골을 찾아서> 김송순 작가와의 만남,어린이(고학년),비대면,"독서 creative, 문학",https://www.bookseed.kr/program/lecture/lecture_20250922161341373_7f3cfd10,
밝은미래,"박그루 (지은이), 김주경 (그림)",<미술관 추격 사건>으로 넓히는 시야,어린이(고학년),비대면,"활동/워크숍 문학, art",https://www.bookseed.kr/program/lecture/lecture_20250917111918981_1918f137,
특서주니어,"박현숙 (지은이), 길개 (그림)",<천개산 패밀리 6> :책임감 속에 빛나는 우리의 성장에 대하여,어린이(고학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20250917110748685_6a0abd76,
밝은미래,"박그루 (지은이), 백대승 (그림)",<편의점 도난 사건>:선택과 책임을 배우는 생활 윤리,어린이(고학년),비대면,"활동/워크숍 인문, 문학",https://www.bookseed.kr/program/lecture/lecture_20250917102640080_bae9bea1,
소원나무,"이승민 (지은이), 쏘우주 (그림)",이승민 작가는 어떻게 생각하고 글을 쓸까요? <민탐정 추리교실 1> 이승민 작가와의 만남,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20250911153931849_19047a8e,
소원나무,"박상기 (지은이), 불곰 (그림)",타인과 함께 행복하기! <우정 챌린지> 박상기 작가와의 만남,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20250911153554573_e1741b8f,
책읽는곰,"윤슬빛 (지은이), 남수현 (그림)",<우리는 여름> 윤슬빛 작가와의 만남,어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20250910125122950_bddc41b3,
사계절,"강인송 (지은이), 안난초 (그림)","『알로하, 파!』 강인송 작가와의 만남",어린이(고학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20250909220424501_797cb7e9,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6684700%3Ftimestamp%3D20250806143828
어크로스주니어,"전채은 (지은이), 한호진 (그림)",<동물에게도 권리가 필요하다고요?> 전채은 작가외의 만남,어린이(고학년),비대면,"일반 강연 교양/문화, 사회",https://www.bookseed.kr/program/lecture/lecture_20250904172850175_0cdb836b,
천개의바람,"양자현 (지은이), 불키드 (그림)",<어쩌다 배구> 양자현 작가와의 만남,어린이(고학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20250904142322858_7880598e,
양양하다어린이,"정원영 (글), 황교범 (그림), 이정모 (기획)",<정모 박사의 지구 멸망 프로젝트> 작가와의 만남,어린이(고학년),비대면,일반 강연 과학,https://www.bookseed.kr/program/lecture/lecture_20250903110340520_869cd603,
특서주니어,"김용세, 김병섭 (지은이), 글시 (그림)",<25시 도깨비 편의점 1> 작가와의 만남,어린이(고학년),비대면,"일반 강연 문학, 인문",https://www.bookseed.kr/program/lecture/lecture_20250902150106816_d62a6904,
보랏빛소어린이,"이경옥 (지은이), 임윤미 (그림)",<진짜 가족 맞아요> 이경옥 작가와의 만남,어린이(고학년),대면/미정,"일반 강연 문학, 사회",https://www.bookseed.kr/program/lecture/lecture_20250902092325534_3bc699e0,
바이킹,"조경희 (지은이), 박현 (그림)",<내 마음을 알아주는 좋은 친구 만들기> 조경희 작가와의 만남,어린이(고학년),비대면,일반 강연 기타,https://www.bookseed.kr/program/lecture/lecture_20250902092150373_95620861,
주니어RHK(주니어랜덤),"손정아 (지은이), 김현영 (그림)",<초경은 초면입니다만 - 궁금해? 걱정돼? 보건쌤의 시원 솔직 월경 Q&A> 손정아 작가와의 만남,어린이(고학년),비대면,"일반 강연 교양/문화, 기타",https://www.bookseed.kr/program/lecture/lecture_20250902090208094_0efb2c77,
사계절,최경식,"<건축물의 기억> :건물의 시선으로, 최경식 작가와의 만남",어린이(고학년),대면/미정,"일반 강연 art, 문학",https://www.bookseed.kr/program/lecture/e2c3e8c6-7f3f-11f0-a027-1cce51281be1,
이지북,신은영,<구미호 꽃집> :나눌수록 더해지는 행복을 찾아 보아요!,어린이(고학년),대면/미정,"일반 강연 문학, writing",https://www.bookseed.kr/program/lecture/e2c3c354-7f3f-11f0-a027-1cce51281be1,
빅피시,이광렬,<수상한 동물원에서 만난 과학> 이광렬 작가와의 만남,어린이(고학년),대면/미정,일반 강연 기타,https://www.bookseed.kr/program/lecture/e2c3ae0b-7f3f-11f0-a027-1cce51281be1,
이지북,박슬기,"<진짜, 이루다 2> :나를 찾고 자존감을 기르는 일",어린이(고학년),대면/미정,"일반 강연 문학, writing",https://www.bookseed.kr/program/lecture/e2c3a4ed-7f3f-11f0-a027-1cce51281be1,
이지북,이레,<요괴 쥐와 도깨비> :악의 유혹에 맞서는 선한 도깨비의 주문,어린이(고학년),대면/미정,"일반 강연 문학, writing",https://www.bookseed.kr/program/lecture/e2c38dbe-7f3f-11f0-a027-1cce51281be1,
자음과모음,이수경,<새로운 가족이 생겼을 때는 어떻게 해요?> :진정한 가족의 의미란 무엇일까?,어린이(고학년),대면/미정,"일반 강연 문학, writing",https://www.bookseed.kr/program/lecture/e2c38098-7f3f-11f0-a027-1cce51281be1,
한울림어린이(한울림),"연유진 (지은이), 조경옥 (그림)",《우리 동네 착한 경제를 찾아라》 _ 모두가 행복한 우리 일상 속 착한 경제 알아보기,어린이(고학년),비대면,"일반 강연 기타, 사회",https://www.bookseed.kr/program/lecture/e2c308e6-7f3f-11f0-a027-1cce51281be1,
한울림,현단,"<넌 최고야!> :장애인식개선 그림책, '장애'가 아닌 '사람'을 보는 시선",어린이(고학년),대면/미정,"활동/워크숍 사회, 기타",https://www.bookseed.kr/program/lecture/e2c2d5aa-7f3f-11f0-a027-1cce51281be1,
고래가숨쉬는도서관,차율이,"<괴담특공대> 차율이 작가와의 만남 :학교 괴담으로 우정과 내면 성장하기, 공포 동화 깊이 있게 알아보자",어린이(고학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/e2c28f7c-7f3f-11f0-a027-1cce51281be1,
청개구리,정광덕,<맑은 날> :엉뚱한 생각과 상상력 동시집,어린이(고학년),대면/미정,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/e2c206e5-7f3f-11f0-a027-1cce51281be1,
노란돼지,정관성,<무심코 단 댓글도 죄가 되나요?>와 함께하는 어린이 법률 교양,어린이(고학년),비대면,"일반 강연 사회, 교양/문화",https://www.bookseed.kr/program/lecture/e2c0934d-7f3f-11f0-a027-1cce51281be1,
그린애플,김수은,<풀꽃선생님과 함께하는 맞춤법 고수 대작전> :어린이 맞춤법 고수 만들기 대작전!,어린이(고학년),대면/미정,일반 강연 writing,https://www.bookseed.kr/program/lecture/e2c08332-7f3f-11f0-a027-1cce51281be1,
어크로스주니어,김청연,<무심코 했는데 혐오와 차별이라고요?> 김청연 작가와의 만남,어린이(고학년),비대면,"일반 강연 교양/문화, 사회",https://www.bookseed.kr/program/lecture/e2c07cf9-7f3f-11f0-a027-1cce51281be1,
뜨인돌어린이,오홍선이,<어느 특별한 다과회> :일제강점기 한국을 사랑한 8인의 대한외국인,어린이(고학년),대면/미정,"일반 강연 사회, 교양/문화",https://www.bookseed.kr/program/lecture/e2c07900-7f3f-11f0-a027-1cce51281be1,
